Proj0,Proj1,Proj2,Proj3,Proj4,ProjTotal,AdjProjTotal,MT,Final,TotalPct,Grade,Quarter,LectureRef,MidtermOutOf,FinalOutOf
2,27,28,28,29.5,112.5,113.75,35.5,34,88.41%,A,2015Fall,A,45,39
2,30,30,29,29,118,118.33,41,28.5,88.34%,A,2015Fall,A,45,39
2,30,30,28,29.5,117.5,117.92,35.5,32,88.10%,A,2015Fall,A,45,39
2,30,30,30,21,111,111.18,38.5,32.5,87.95%,A,2015Fall,A,45,39
2,30,27,30,21,108,111.95,39,31.5,87.64%,A,2015Fall,A,45,39
2,27,30,30,24.5,111.5,111.67,36,33.5,87.57%,A,2015Fall,A,45,39
2,29,30,30,30,119,119.15,32,33,87.42%,A,2015Fall,A,45,39
2,30,30,28,30,118,118.3,34,32,87.40%,A,2015Fall,A,45,39
2,26,26,29,29,110,111.66,40,30.5,87.25%,A,2015Fall,A,45,39
2,30,29,30,30,119,119.15,36.5,29.5,86.96%,A,2015Fall,A,45,39
2,29,30,30,30,119,119.02,34,31,86.79%,A,2015Fall,A,45,39
2,30,30,29,29.5,118.5,118.53,34,31,86.63%,A,2015Fall,A,45,39
2,30,28,29,30,117,117.44,36,30,86.53%,A,2015Fall,A,45,39
2,30,30,28,29.5,117.5,117.5,32,32.5,86.44%,A,2015Fall,A,45,39
2,30,30,29,29,118,118.33,33,31.5,86.43%,A,2015Fall,A,45,39
2,30,30,27,26.5,113.5,114.46,36,31,86.39%,A,2015Fall,A,45,39
2,29,30,30,28.5,117.5,117.5,34.5,30,85.72%,A,2015Fall,A,45,39
2,28,30,30,28.5,116.5,116.57,32.5,31.5,85.57%,A,2015Fall,A,45,39
2,30,30,30,30,120,120,38,26.5,85.53%,A,2015Fall,A,45,39
2,24,29,28,30,111,112.5,35.5,31,85.45%,A,2015Fall,A,45,39
2,30,30,30,29.5,119.5,119.5,35,28.5,85.39%,A,2015Fall,A,45,39
2,30,30,30,29.5,119.5,119.66,34,29,85.32%,A,2015Fall,A,45,39
2,30,30,28,29.5,117.5,117.87,32.5,30.5,85.15%,A,2015Fall,A,45,39
2,30,30,30,29,119,119.33,30,31.5,85.10%,A,2015Fall,A,45,39
2,29,30,30,30,119,119.33,37.5,26.5,85.03%,A,2015Fall,A,45,39
2,27,28,29,30,114,115.98,35.5,29,84.92%,A,2015Fall,A,45,39
2,30,28,26,29,113,114.16,34,30.5,84.75%,A,2015Fall,A,45,39
2,24,29,30,29,112,113.33,34.5,30.5,84.75%,A,2015Fall,A,45,39
2,30,29,30,28.5,117.5,117.5,33.5,29.5,84.74%,A,2015Fall,A,45,39
2,30,30,27,29,116,116.08,34,29.5,84.54%,A,2015Fall,A,45,39
2,30,30,30,29.5,119.5,119.66,31,30,84.50%,A,2015Fall,A,45,39
2,30,30,30,30,120,120,25,33,83.81%,A,2015Fall,A,45,39
2,30,30,30,28.5,118.5,118.5,28,31.5,83.71%,A,2015Fall,A,45,39
2,30,29,19,28,106,108.33,35.5,30.5,83.64%,A,2015Fall,A,45,39
2,30,29,29,28,116,116,34,28,83.25%,A,2015Fall,A,45,39
2,27,30,30,26,113,113,32.5,30,83.11%,A,2015Fall,A,45,39
2,30,30,28,29,117,117.06,34.5,27,83.03%,A,2015Fall,A,45,39
2,30,30,30,29,119,119.02,31,28.5,83.01%,A,2015Fall,A,45,39
2,30,24,30,26,110,110.21,38.5,27,82.97%,A,2015Fall,A,45,39
2,29,29,30,29.5,117.5,117.87,35.5,25.5,82.59%,A,2015Fall,A,45,39
2,29,29,26,30,114,115,36,26,82.33%,A,2015Fall,A,45,39
2,28,30,30,29,117,117,30.5,28,81.64%,A-,2015Fall,A,45,39
2,29,28,30,19,106,108.07,30,31.5,81.35%,A-,2015Fall,A,45,39
2,30,28,30,26,114,114,30,29,81.21%,A-,2015Fall,A,45,39
2,30,30,29,29.5,118.5,118.53,29.5,27.5,81.17%,A-,2015Fall,A,45,39
2,30,30,30,26,116,116.08,34.5,25,81.01%,A-,2015Fall,A,45,39
2,26,28,27,28,109,110.83,31.5,29,80.98%,A-,2015Fall,A,45,39
2,30,30,30,30,120,120,27.5,28,80.97%,A-,2015Fall,A,45,39
2,30,28,29,29,116,116,27.5,29,80.48%,A-,2015Fall,A,45,39
2,27,28,28,30,113,113,30,28.5,80.45%,A-,2015Fall,A,45,39
2,30,30,30,30,120,120,29.5,26,80.39%,A-,2015Fall,A,45,39
2,29,28,30,28.5,115.5,116.17,32.5,25.5,80.35%,A-,2015Fall,A,45,39
2,30,28,30,30,118,118.66,32.5,24.5,80.34%,A-,2015Fall,A,45,39
2,30,30,29,28.5,117.5,118.32,31,25.5,80.24%,A-,2015Fall,A,45,39
2,30,30,30,29.1,119.1,119.1,32,24.5,80.21%,A-,2015Fall,A,45,39
2,30,30,29,29.5,118.5,118.53,29.5,26,79.90%,A-,2015Fall,A,45,39
2,30,29,27,29,115,115.74,34.5,23.5,79.63%,A-,2015Fall,A,45,39
0,30,29,26,29.5,114.5,115.31,32,27.5,79.49%,A-,2015Fall,A,45,39
2,27,29,30,27,113,114.04,26,29.5,79.42%,A-,2015Fall,A,45,39
2,30,29,30,30,119,119.02,30.5,24.5,79.35%,A-,2015Fall,A,45,39
2,24,27,29,27.5,107.5,109.58,37.5,23.5,79.24%,A-,2015Fall,A,45,39
2,30,29,29,29.5,117.5,117.87,31,24.5,79.24%,A-,2015Fall,A,45,39
2,30,22,28,26.5,106.5,110.95,27.5,29.5,79.22%,A-,2015Fall,A,45,39
2,30,30,30,29.5,119.5,119.57,27.5,26,79.14%,A-,2015Fall,A,45,39
2,30,29,30,28.5,117.5,117.55,31,24.5,79.14%,NR,2015Fall,A,45,39
2,30,30,29,29.5,118.5,118.75,30,24.5,78.98%,B+,2015Fall,A,45,39
2,25,28,27,29.5,109.5,111.06,28.5,28.5,78.97%,B+,2015Fall,A,45,39
2,21.78,27,23.14,29,100.92,107.2,34.5,26,78.90%,B+,2015Fall,A,45,39
2,30,30,29,28,117,117.06,30,25,78.84%,B+,2015Fall,A,45,39
2,30,30,29,28.5,117.5,117.55,30,24.5,78.58%,B+,2015Fall,A,45,39
2,24.75,23.04,15,27,89.79,94.82,39,27.5,78.54%,B+,2015Fall,A,45,39
2,29,29,28.71,28,114.71,114.71,30,25.5,78.48%,B+,2015Fall,A,45,39
2,30,29.7,29,28.91,117.61,117.66,32,23,78.46%,B+,2015Fall,A,45,39
2,27,30,29,29.5,115.5,115.5,32.5,23.5,78.44%,B+,2015Fall,A,45,39
2,30,30,27,22.5,109.5,111.25,25,30,78.36%,B+,2015Fall,A,45,39
2,30,30,30,27,117,117,27.5,26,78.28%,B+,2015Fall,A,45,39
2,30,28,29,30,117,117.5,29,24.5,78.01%,B+,2015Fall,A,45,39
2,25,25,27,25.5,102.5,108.26,26,30,77.92%,B+,2015Fall,A,45,39
2,30,30,29,26.5,115.5,115.59,31.5,23.5,77.92%,B+,2015Fall,A,45,39
2,29,30,24,28,111,113.96,31.5,24,77.80%,B+,2015Fall,A,45,39
2,28,30,30,29.5,117.5,117.5,27,25.5,77.74%,B+,2015Fall,A,45,39
2,26,30,30,28.71,114.71,116.45,30.5,23.5,77.65%,B+,2015Fall,A,45,39
2,26,30,29,29.5,114.5,114.61,31,23.5,77.31%,B+,2015Fall,A,45,39
2,24,28,26,28.5,106.5,108.5,25.5,29.5,77.29%,B+,2015Fall,A,45,39
2,30,30,29,29.5,118.5,118.99,26,25,77.26%,B+,2015Fall,A,45,39
2,26,29,24,20.5,99.5,102.91,29.5,29,77.23%,B+,2015Fall,A,45,39
2,26,30,27,29,112,113.33,30,24.5,77.17%,B+,2015Fall,A,45,39
2,29,29,30,29.5,117.5,117.55,24.5,26,76.79%,B+,2015Fall,A,45,39
0.5,23,29,27,28.5,107.5,111.62,31.5,25.5,76.78%,B+,2015Fall,A,45,39
2,24,26,26,30,106,108.33,33,24,76.75%,B+,2015Fall,A,45,39
2,30,30,30,21,111,111,23,29.5,76.74%,B+,2015Fall,A,45,39
2,30,30,29,29,118,118,30,22,76.62%,B+,2015Fall,A,45,39
2,26,24,30,29.5,109.5,111.25,30,24.5,76.48%,B,2015Fall,A,45,39
2,27,27,27,27.5,108.5,112.29,34.5,21,76.36%,B,2015Fall,A,45,39
2,30,29,28,29.5,116.5,116.5,28,23.5,76.27%,B,2015Fall,A,45,39
2,30,30,28,20.5,108.5,108.5,30.5,25,76.26%,B,2015Fall,A,45,39
2,29,30,29,29.5,117.5,117.5,26.5,24,76.20%,B,2015Fall,A,45,39
2,18,30,29,29,106,108.33,33.5,23,76.18%,B,2015Fall,A,45,39
2,30,29,8.82,26,93.82,94.56,34,28,76.10%,B,2015Fall,A,45,39
2,27,24.3,30,10.625,91.93,94.79,33,28.5,76.05%,B,2015Fall,A,45,39
2,17,24,29,29,99,99.43,30,28.5,75.93%,B,2015Fall,A,45,39
2,30,26,30,30,116,116.67,28,23,75.91%,B,2015Fall,A,45,39
2,30,28,28,28,114,115.98,24.5,25.5,75.85%,B,2015Fall,A,45,39
2,29,30,28,20.5,107.5,107.5,27,27,75.68%,B,2015Fall,A,45,39
2,30,30,27,29.5,116.5,117.02,22,26.5,75.65%,B,2015Fall,A,45,39
2,30,30,24,30,114,115,28.5,23,75.63%,B,2015Fall,A,45,39
2,27,30,26,29.5,112.5,114.97,23.5,26,75.38%,B,2015Fall,A,45,39
2,30,26,27,27.5,110.5,112.08,29,23.5,75.36%,B,2015Fall,A,45,39
2,27,29,29,29.5,114.5,116.31,29.5,21.5,75.35%,B,2015Fall,A,45,39
2,23,28,29,26.5,106.5,108.75,32.5,22.5,75.34%,B,2015Fall,A,45,39
2,30,30,30,20.5,110.5,110.5,26.5,25.5,75.13%,B,2015Fall,A,45,39
1,29,28,28,12.5,97.5,97.5,33,27.5,75.10%,B,2015Fall,A,45,39
2,30,29,25,28.5,112.5,113.61,27.5,23.5,75.03%,B,2015Fall,A,45,39
2,29,25,30,28.91,112.91,113.06,24.5,25.5,74.87%,B,2015Fall,A,45,39
2,30,17.7,25,29.5,102.2,104.84,28.5,26,74.78%,B,2015Fall,A,45,39
2,29,30,30,27.5,116.5,116.5,26.5,22.5,74.59%,B,2015Fall,A,45,39
2,29,30,30,24.5,113.5,113.5,25.5,24,74.31%,B,2015Fall,A,45,39
2,26,28,27,29,110,111.66,25.5,24.5,74.12%,B,2015Fall,A,45,39
2,28,30,23,23,104,106.66,29.5,23.5,73.83%,B,2015Fall,A,45,39
2,30,29,27,28.42,114.42,114.53,28.5,21,73.78%,B,2015Fall,A,45,39
2,26,30,27,25,108,109.78,24.5,25.5,73.78%,B,2015Fall,A,45,39
2,28,28,29,29.5,114.5,116.31,23.5,23.5,73.71%,B,2015Fall,A,45,39
2,27,25.22,26,25.38,103.6,109,27,24,73.64%,B,2015Fall,A,45,39
2,30,26,25,28,109,110.63,33,19,73.29%,B,2015Fall,A,45,39
2,30,30,29,26,115,115.83,23,23.5,73.27%,B,2015Fall,A,45,39
2,30,29,20,21.825,100.83,101.22,31,24,73.27%,B,2015Fall,A,45,39
2,29,24,29,29,111,111.18,22.5,25.5,73.14%,B,2015Fall,A,45,39
2,30,28,28,29.5,115.5,115.59,24,22.5,72.90%,B,2015Fall,A,45,39
2,28,27,26,25,106,108.07,30,21.5,72.88%,B,2015Fall,A,45,39
2,22,27,9.5,28.5,87,91.12,29.5,28.5,72.88%,B,2015Fall,A,45,39
2,30,27,30,30,117,117.99,26,20,72.70%,B,2015Fall,A,45,39
2,29.7,30,29,28.5,117.2,117.2,31,17,72.67%,B,2015Fall,A,45,39
2,29,28,25,29,111,113.96,27.5,20.5,72.61%,B,2015Fall,A,45,39
2,30,16,28,28.42,102.42,102.78,28,24.5,72.55%,B,2015Fall,A,45,39
2,27,24,21,29.5,101.5,104.58,27.5,24,72.45%,B,2015Fall,A,45,39
2,30,30,30,30,120,120,21.5,21.5,72.14%,B-,2015Fall,A,45,39
2,28,30,29,24,111,111.18,26,22,72.12%,B-,2015Fall,A,45,39
2,26,30,28,29.5,113.5,114.46,27.5,19.5,71.93%,B-,2015Fall,A,45,39
2,27,30,27,29.5,113.5,115.64,17.5,25.5,71.85%,B-,2015Fall,A,45,39
2,27,30,26,15,98,105.24,32,20,71.78%,B-,2015Fall,A,45,39
2,27,30,27,22,106,106.29,29.5,21,71.59%,B-,2015Fall,A,45,39
2,28,25,29,20.935,102.94,105.77,27.5,22.5,71.57%,B-,2015Fall,A,45,39
2,30,30,30,12,102,102,29,23,71.57%,B-,2015Fall,A,45,39
2,30,22,27,25.5,104.5,104.5,20.5,27.5,71.49%,B-,2015Fall,A,45,39
2,17.82,30,26.6,29,103.42,103.42,32.5,20,71.45%,B-,2015Fall,A,45,39
0.5,22,29,29.7,21,101.7,101.7,30,24,71.37%,B-,2015Fall,A,45,39
2,26,25,25,27,103,108.6,23.5,23.5,71.14%,B-,2015Fall,A,45,39
2,29,29,0,29,87,87.5,28.5,28.5,71.12%,B-,2015Fall,A,45,39
2,30,29,23,22.5,104.5,107.08,25,23,71.04%,B-,2015Fall,A,45,39
2,30,30,30,30,120,120,21,20.5,71.01%,B-,2015Fall,A,45,39
2,30,30,28,16.24,104.24,104.56,25.5,23.5,70.91%,B-,2015Fall,A,45,39
2,30,30,0,26,86,86.67,28.5,28.5,70.84%,B-,2015Fall,A,45,39
2,30,24,22.4,25.665,102.07,102.07,24.5,25,70.79%,B-,2015Fall,A,45,39
2,29,29,30,29.5,117.5,117.87,22.5,20,70.71%,B-,2015Fall,A,45,39
2,30,25,17,28.42,100.42,103.32,28,22,70.61%,B-,2015Fall,A,45,39
2,30,28,27,29.5,114.5,116.31,22,20.5,70.34%,B-,2015Fall,A,45,39
2,29,30,30,29.5,118.5,118.72,22.5,19,70.15%,B-,2015Fall,A,45,39
2,30,26,26,19,101,104.16,25.5,22.5,69.93%,B-,2015Fall,A,45,39
2,29,30,27,11.76,97.76,97.76,27.5,23.5,69.75%,B-,2015Fall,A,45,39
2,30,30,30,29,119,119.02,26,16,69.66%,B-,2015Fall,A,45,39
2,28,25,0,28.5,81.5,81.5,31.5,27,69.51%,B-,2015Fall,A,45,39
2,29,30,28.71,26.4,114.11,114.23,24,19,69.49%,B-,2015Fall,A,45,39
2,28,30,28.71,29,115.71,116.35,26.5,16.5,69.47%,B-,2015Fall,A,45,39
2,30,30,24,29,113,114.16,20.5,21,69.21%,C+,2015Fall,A,45,39
2,23,16,29,29,97,97.47,26.5,23,68.67%,C+,2015Fall,A,45,39
2,26,24,26,11,87,89.07,30,24,68.67%,C+,2015Fall,A,45,39
2,30,27,30,8.5,95.5,95.94,28,22.5,68.58%,C+,2015Fall,A,45,39
2,22,30,29,29.5,110.5,110.5,22,20,67.98%,C+,2015Fall,A,45,39
2,15,21,28,26,90,90,23.5,27,67.90%,C+,2015Fall,A,45,39
2,30,26,22,29.5,107.5,109.35,25.5,18,67.85%,C+,2015Fall,A,45,39
2,30,28,29,19.5,106.5,106.5,24.5,19.5,67.61%,C+,2015Fall,A,45,39
2,29,30,28.5,20.9,108.4,108.64,27,17,67.60%,C+,2015Fall,A,45,39
2,20,30,8,14.5,72.5,76.74,34.5,24.5,67.48%,C+,2015Fall,A,45,39
2,30,30,10,28.5,98.5,98.75,31,18,67.37%,C+,2015Fall,A,45,39
2,27,27,27,29.5,110.5,112.08,17,21.5,67.00%,C+,2015Fall,A,45,39
1.5,24.5,28,27.44,22.56,102.5,102.86,24,20.5,66.47%,C+,2015Fall,A,45,39
0.5,23,26,21.33,22.14,92.47,97.05,27.5,21.5,66.32%,C+,2015Fall,A,45,39
2,30,27,22,14,93,101.89,27.5,17.5,66.05%,C,2015Fall,A,45,39
2,26,26,28,20.5,100.5,106.92,17,22,65.70%,C,2015Fall,A,45,39
2,22,30,27,29,108,111.95,24.5,15,65.62%,C,2015Fall,A,45,39
2,0,30,29,28.5,87.5,87.5,19.5,27.5,65.27%,C,2015Fall,A,45,39
2,29,18.24,28,18.62,93.86,94.4,17.5,26,65.19%,C,2015Fall,A,45,39
2,30,28.71,28,12,98.71,101.86,21.5,20,64.82%,C,2015Fall,A,45,39
2,26,23,25.48,21,95.48,103.55,21,19.5,64.68%,C,2015Fall,A,45,39
2,23,25,30,30,108,108,16,21,64.66%,C,2015Fall,A,45,39
2,28,27,22,14.5,91.5,95.72,20,23,64.48%,C,2015Fall,A,45,39
2,22,27,24,27,100,100.41,18.5,22,64.36%,C,2015Fall,A,45,39
2,30,29,23,24,106,108.33,22,16.5,64.29%,C,2015Fall,A,45,39
2,30,28,28,29,115,115,24,12.5,64.24%,C,2015Fall,A,45,39
2,25,30,10.01,26.675,91.69,93.07,19.5,24,64.16%,C,2015Fall,A,45,39
2,26,30,0,29.5,85.5,86.98,24,23,63.79%,C,2015Fall,A,45,39
0.5,28,29,25,17.575,99.58,102.6,25.5,17.5,63.67%,C,2015Fall,A,45,39
1.5,29,23,29,29,110,110,16.5,19,63.41%,C,2015Fall,A,45,39
2,24,23,25,24,96,99.56,27,15.5,63.30%,C,2015Fall,A,45,39
2,16,28,23.76,23.5,91.26,100.72,20,19.5,63.19%,C,2015Fall,A,45,39
0.485,30,20,0,16.72,66.72,74.39,36,21,63.05%,C,2015Fall,A,45,39
2,23.4,25,12.39,3.6,64.39,64.39,36,23,62.92%,C,2015Fall,A,45,39
2,30,24,24,25.5,103.5,108.93,17.5,17.5,62.84%,C,2015Fall,A,45,39
0,17.82,0,23,21.315,62.14,66.26,30.5,28,62.72%,C,2015Fall,A,45,39
0.5,25,20,18,10,73,81.89,31,20.5,62.37%,C,2015Fall,A,45,39
2,24,28,24,12.375,88.38,93.06,21.5,20.5,62.31%,C,2015Fall,A,45,39
2,29,28,0,25.5,82.5,83.61,23.5,22.5,61.96%,C-,2015Fall,A,45,39
2,15.08,28,0,23,66.08,73.96,31.5,21,61.92%,C-,2015Fall,A,45,39
2,24,19,28,28,99,102.11,19.5,15,59.56%,C-,2015Fall,A,45,39
2,11,20,22,26.235,79.24,86.4,23,16.5,57.54%,C-,2015Fall,A,45,39
2,30,11,29,24.485,94.49,94.62,19.5,14,56.22%,C-,2015Fall,A,45,39
0,26,27,23,16.28,92.28,96.39,14,18,55.14%,C-,2015Fall,A,45,39
2,27,28.42,2.16,4.7,62.28,62.96,22.5,23,54.95%,C-,2015Fall,A,45,39
2,26,20,29,14,89,89.64,14,17,54.04%,D+,2015Fall,A,45,39
2,30,28,0,17.5,75.5,77.65,26.5,13,53.61%,D+,2015Fall,A,45,39
2,20,28,21.12,12.6,81.72,82.51,24,12,52.99%,D+,2015Fall,A,45,39
2,29,21,0,20.09,70.09,70.5,24.5,14.5,51.38%,D+,2015Fall,A,45,39
0.5,18.86,24,22,11.5,76.36,76.36,22.5,15,51.15%,D+,2015Fall,A,45,39
2,29,30,0,29,88,88,17,10.5,49.66%,D,2015Fall,A,45,39
0,30,29,0,22.5,81.5,81.5,19,13.5,49.15%,D,2015Fall,A,45,39
2,27,23,20,21.5,91.5,96.24,10.5,10,48.38%,D,2015Fall,A,45,39
2,29,30,0,28,87,87.06,16,10,48.37%,D,2015Fall,A,45,39
0.5,30,22.54,8,5,65.54,66.78,26,13,48.20%,D,2015Fall,A,45,39
2,30,26.46,0,28,84.46,86.28,15.5,8,46.14%,D,2015Fall,A,45,39
2,8,22,0.2,21.5,51.7,54.45,19.5,16.5,44.94%,D-,2015Fall,A,45,39
2,20,21,10,10,61,67.26,13,10.5,40.53%,D-,2015Fall,A,45,39
2,26,6.93,9.7,4.8,47.43,48.1,24.5,10,40.10%,D-,2015Fall,A,45,39
2,3,0,0,29,32,32.17,12.5,24,39.97%,F,2015Fall,A,45,39
2,16,17.82,10,11.5,55.32,59.68,27.5,0,37.17%,F,2015Fall,A,45,39
2,30,28,0,0,58,58,24.5,0,34.94%,F,2015Fall,A,45,39
2,30,0,0,0,30,30,32,0,29.78%,F,2015Fall,A,45,39
0.5,10.89,17,27,0,54.89,55.22,19.5,0,29.74%,F,2015Fall,A,45,39
2,25,29,0,0,54,55,15.5,0,28.94%,F,2015Fall,A,45,39
2,12.32,19,0,0,31.32,35.57,19,0,24.41%,F,2015Fall,A,45,39
2,26,0,0,0,26,27.32,18,2,22.80%,NP,2015Fall,A,45,39
0,11.85,17,0,0,28.85,33.13,16,0,19.93%,F,2015Fall,A,45,39
2,10.32,0,0,0,10.32,10.32,22,0,17.66%,F,2015Fall,A,45,39
0,0,0,0,0,0,0,20.5,5,15.62%,F,2015Fall,A,45,39
0,0,0,0,0,0,0,0,0,0.00%,F,2015Fall,A,45,39
2,30,28,30,29.7,117.7,118.06,37,38,99.35%,A+,2016Fall,A,37,38
2,30,30,30,30,120,120,37,37,99.13%,A+,2016Fall,A,37,38
2,30,30,29.5,30,119.5,119.52,37,33,95.50%,A+,2016Fall,A,37,38
2,30,30,27.5,30,117.5,117.62,33,36,94.77%,A+,2016Fall,A,37,38
2,30,30,29.5,30,119.5,119.52,34,33.5,93.91%,A+,2016Fall,A,37,38
2,30,30,29,30,119,119.16,34,32,92.48%,A,2016Fall,A,37,38
2,30,30,30,30,120,120,33,32,92.09%,A,2016Fall,A,37,38
2,29,28,27.5,29,113.5,113.82,32.5,34.5,91.86%,A,2016Fall,A,37,38
2,29,28,30,30,117,117,31.5,34,91.81%,A,2016Fall,A,37,38
2,29,26,29,30,114,115.5,31.5,32.5,90.01%,A,2016Fall,A,37,38
2,30,30,28,30,118,118,34.5,29,89.83%,A,2016Fall,A,37,38
2,27,26,30,29.5,112.5,114.38,36,29,89.63%,A,2016Fall,A,37,38
2,30,25,30,30,115,115,33.5,30.5,89.46%,A,2016Fall,A,37,38
2,30,25,28,29.5,112.5,113.68,36,29,89.40%,A,2016Fall,A,37,38
2,30,30,30,29,119,119.16,30.5,30.5,88.81%,A,2016Fall,A,37,38
2,30,29,29,30,118,118.31,29.5,30,87.42%,A,2016Fall,A,37,38
2,30,28,30,29.5,117.5,117.62,28.5,31,87.39%,A,2016Fall,A,37,38
2,30,28,28,30,116,116,25.5,33.5,86.99%,A,2016Fall,A,37,38
2,28,30,29,29.5,116.5,116.5,30,29.5,86.72%,A,2016Fall,A,37,38
2,29,30,28,28.5,115.5,116.21,29.5,30,86.72%,A,2016Fall,A,37,38
2,30,30,27,30,117,117.15,31.5,28,86.65%,A,2016Fall,A,37,38
2,28,30,30,30,118,118.1,27,30,85.66%,A,2016Fall,A,37,38
2,29,24,27,30,110,110,27,33,85.57%,A,2016Fall,A,37,38
2,27,30,26.8,30,113.8,115.35,28,30,85.42%,A,2016Fall,A,37,38
2,29,30,30,29.5,118.5,118.5,28,28.5,85.17%,A,2016Fall,A,37,38
2,27,29,28,17.405,101.41,101.41,33,30.5,84.59%,A,2016Fall,A,37,38
2,30,29,27,30,116,116.2,28,28.5,84.40%,A,2016Fall,A,37,38
2,30,30,30,29,119,119.16,29.5,26,84.23%,A,2016Fall,A,37,38
2,29,30,25,30,114,115.5,28.5,28,84.07%,A,2016Fall,A,37,38
2,30,29.7,28,27.73,115.43,116.15,29.5,26.5,83.66%,A,2016Fall,A,37,38
2,29,29,29,30,117,117,24.5,30,83.61%,A,2016Fall,A,37,38
2,27,28,24.96,29.4,109.36,112.03,29.5,28,83.59%,A,2016Fall,A,37,38
2,30,30,30,30,120,120,28.5,25.5,83.40%,A,2016Fall,A,37,38
2,28,30,21.2,29.5,108.7,111.53,31.5,26,83.04%,A,2016Fall,A,37,38
2,28,28,26,30,112,113.26,26,29.5,82.94%,A,2016Fall,A,37,38
2,30,30,25,30,115,115.78,33.5,22.5,82.77%,A,2016Fall,A,37,38
2,30,28,30,30,118,118,27,26.5,82.59%,A,2016Fall,A,37,38
2,26,30,29,30,115,116.25,28.5,26,82.59%,A,2016Fall,A,37,38
2,29,30,30,30,119,119.25,23,29,82.47%,A,2016Fall,A,37,38
2,29.5,28,30,30,117.5,117.62,27.5,26,82.37%,A,2016Fall,A,37,38
2,30,25,28,30,113,113.35,31.5,24.5,82.34%,A,2016Fall,A,37,38
2,27,28,28,23.5,106.5,106.5,28,29.5,82.04%,A,2016Fall,A,37,38
2,28,30,27,29.5,114.5,115.36,30.5,24,81.90%,A,2016Fall,A,37,38
2,27,30,30,29.5,116.5,116.67,28.5,25,81.86%,A,2016Fall,A,37,38
2,28,29,30,30,117,117,27,26,81.82%,A,2016Fall,A,37,38
2,30,30,29,30,119,119.16,26.5,25.5,81.77%,A,2016Fall,A,37,38
2,25,29,29.2,30,113.2,114.9,26.5,27,81.65%,A,2016Fall,A,37,38
2,30,30,29,29.7,118.7,118.76,31,22,81.64%,A,2016Fall,A,37,38
2,30,30,28,28,116,116,28.5,25,81.63%,A,2016Fall,A,37,38
2,30,30,30,30,120,120,28.5,23,81.23%,A,2016Fall,A,37,38
2,28,30,27.5,30,115.5,115.72,28,25,81.20%,A,2016Fall,A,37,38
2,30,30,29,30,119,119,22,28,80.85%,A,2016Fall,A,37,38
2,30,30,24,30,114,115.5,27.5,25,80.79%,A,2016Fall,A,37,38
2,29,30,28,29.5,116.5,116.5,26.5,25,80.45%,A,2016Fall,A,37,38
2,30,28,29,30,117,117,23,27.5,80.42%,A,2016Fall,A,37,38
2,30,30,30,29,119,119,26.5,24,80.41%,A,2016Fall,A,37,38
2,23,27,24,13.5,87.5,89.12,29,33,79.96%,A,2016Fall,A,37,38
2,28,30,30,28.5,116.5,116.67,27.5,23.5,79.88%,A,2016Fall,A,37,38
2,30,27,23.562,28.91,109.47,112.11,27.5,25,79.66%,A,2016Fall,A,37,38
2,28,28,28,29.5,113.5,114.52,27.5,24,79.60%,A,2016Fall,A,37,38
2,28,30,29,30,117,117,21.5,27.5,79.41%,A,2016Fall,A,37,38
2,28,28,28,28,112,113.26,24.5,26.5,79.32%,A,2016Fall,A,37,38
2,28,28,27,30,113,113,22.5,28,79.19%,A,2016Fall,A,37,38
2,30,30,26.5,30,116.5,116.67,23,26,79.01%,A,2016Fall,A,37,38
2,30,28,27,28,113,114.1,26,24.5,78.88%,A,2016Fall,A,37,38
2,28,27,28.8,29.5,113.3,114.98,23.5,26,78.78%,A,2016Fall,A,37,38
1,27,27,29,28,111,112.41,29,23.5,78.47%,A-,2016Fall,A,37,38
2,28,21,25,24.96,98.96,104.23,27,27,78.43%,A-,2016Fall,A,37,38
2,30,26,27,30,113,114.1,28.5,22,78.39%,A-,2016Fall,A,37,38
2,30,30,27,29.5,116.5,117.05,23,25,78.27%,A-,2016Fall,A,37,38
2,28,28,28,27.84,111.84,112.25,27.5,23,77.97%,A-,2016Fall,A,37,38
2,27,28,20.25,29.5,104.75,107.14,28,24.5,77.91%,A-,2016Fall,A,37,38
2,26,28,27,30,111,112.41,24,25.5,77.83%,A-,2016Fall,A,37,38
2,28,30,26,27.5,111.5,111.5,25.5,24.5,77.67%,A-,2016Fall,A,37,38
2,25,29,27,26.95,107.95,110.97,25.5,24.5,77.50%,A-,2016Fall,A,37,38
1,26,23.76,28.13,30,107.89,107.89,27,25.5,77.35%,A-,2016Fall,A,37,38
1,30,30,29.5,29.5,119,119.05,24.5,23,77.21%,A-,2016Fall,A,37,38
2,30,24,30,29.5,113.5,114.52,26.5,22,77.18%,A-,2016Fall,A,37,38
2,30,26,29,30,115,115.78,25,22.5,77.03%,A-,2016Fall,A,37,38
2,26,27,25,29,107,107,28,23.5,76.99%,A-,2016Fall,A,37,38
2,27,29,23,30,109,111.76,29,20.5,76.65%,A-,2016Fall,A,37,38
2,30,27,29,29,115,115.25,24.5,22.5,76.51%,A-,2016Fall,A,37,38
2,30,21,23,28.42,102.42,103.3,27,25,76.39%,A-,2016Fall,A,37,38
2,25,24,29.5,21,99.5,100.52,22.5,29.5,76.33%,A-,2016Fall,A,37,38
